userName,score,at,content,target
FIRMAN CHANNEL,5,2022-08-26 08:45:55,good software,1
Karim Abdu,5,2022-08-26 08:19:42,Sangat senang,1
Felicidade Mendonca,5,2022-08-26 06:50:57,Bagus bagat Aplikasi ini,1
Atiyah Aceng mardi Tia,3,2022-08-26 05:51:27,Saya kasih 3 bintang dulu,0
Alves Mesquita,4,2022-08-26 01:52:47,K kenapa di tiktok saya tidak fyp tolon perbaiki,1
Jackson Goncalves,5,2022-08-25 21:21:08,Pervek,1
Shinku Shan,5,2022-08-25 10:02:10,Aku suka 🥰,1
Dade Dade,5,2022-08-25 06:52:05,Ko aku ga bisa download afikasi ini kenapa ya orang fada bangus sediiih ????.,1
Deden Riadi,1,2022-08-25 06:15:57,Mama. Itut,0
ADENZzZ,1,2022-08-25 05:36:05,why did you banned Andrew? He just bring back man masculinity and meanwhile the half naked girl didn't get banned,0
Reyhan Ali,5,2022-08-25 04:37:39,Aplikasi bagus,1
Falaj Uae,5,2022-08-25 04:25:10,Mantep sangat menghibur,1
Halimatussa' Diah,4,2022-08-24 22:28:15,Slalu mnjdi penghibur dikala sepi,1
Papin Guterres,5,2022-08-24 15:54:38,So cool,1
Alice Soares Pereira,5,2022-08-24 10:09:40,Keren bagi saya 😊🔥,1
Chan Chan,5,2022-08-24 09:20:00,mantap,1
Iin Herawati,5,2022-08-24 08:58:06,Siiipp,1
Ayu Sinta,5,2022-08-24 08:42:34,Sangat baik,1
Md Yunus,5,2022-08-24 08:20:29,Dudhov Difko,1
Srimulyani Diastari,4,2022-08-24 08:04:25,Hiburan,1
Ordi Nal,5,2022-08-24 04:52:38,Aplikasinya wow tidak bagus😃 Tpi sudahlah sy ksh ranting 5,1
Rui Henriques,5,2022-08-23 22:35:36,👍👍👍👍👍👍👍,1
Riyanto Riyanto,5,2022-08-23 17:39:10,Ok,1
Tyna manelis,3,2022-08-23 12:39:13,Bagus bangat,0
Nia Ai,5,2022-08-23 08:47:36,Saya menyukai tiktok karena bisa dapat menghibur diri saya d kala saya cape atau pun lagi sedih pokonya 100% memuaskan 👍👍👍,1
Elder Soares,5,2022-08-23 07:58:12,💪💪,1
Jery Tls,5,2022-08-23 07:29:57,Sangat Mempuaskan,1
rion burhanuddin,5,2022-08-23 06:47:59,Mantap,1
unyil 07,4,2022-08-22 23:03:53,Sering ngebug,1
abdullrohim milah,5,2022-08-22 22:10:44,bagus buat hiburan,1
Tirta Saspiani,5,2022-08-22 22:07:47,Sangat bagus,1
Aufa Zakia,5,2022-08-22 20:11:29,Tamaaaam👍🏼☺️,1
Martina inem,5,2022-08-22 18:53:33,bagus utk cr tmn dan utk hiburan,1
Fitri Ani,1,2022-08-22 18:50:42,Kasih 1bintang dulu soal belum di coba,0
CARTIKA,5,2022-08-22 15:29:18,Bagus,1
Aleyah Maisarah,5,2022-08-22 13:26:31,Verry good,1
Rohati Rohati,1,2022-08-22 09:07:51,Jlek bnget,0
islm ayedi,5,2022-08-22 08:52:35,Nourben,1
Surya Kusuma,5,2022-08-22 07:09:24,why i can't live,1
Sabin Nanda,5,2022-08-22 05:18:55,Bagus mantap,1
Citra,4,2022-08-22 02:18:03,Bagus,1
Deni Irawan,5,2022-08-21 14:46:43,Ok,1
henri kusuma,5,2022-08-21 11:07:07,Good apk tks,1
Nopi Ani,5,2022-08-21 03:39:46,Oke,1
Bosshi Nm,5,2022-08-21 00:45:49,💪❤️,1
Dzaylandry Arky,5,2022-08-20 15:26:18,Suka,1
Lis Surya,5,2022-08-20 13:16:49,Sangat menhibur,1
Advento da Costa,5,2022-08-20 12:00:28,Sangat Bagus banget,1
Nugianti Sagita,1,2022-08-20 04:47:31,"Kamera tiktok nya jelek banget. Saya sebagai pengguna user android, sangat kecewa dengan kamera yg diberikan oleh tiktok.",0
Elvino Elvino,5,2022-08-20 04:30:34,"Aku udah sampe 5 tahun nan pake tiktok, makin update menurutku si makin perfect !",1
Fathima Fsyhima,5,2022-08-20 03:46:04,sangatt baguss,1
Faryda Yeni,5,2022-08-20 03:07:21,Bagus,1
HANDI GAMING,1,2022-08-20 03:05:43,Bagus aja,0
Lizza,5,2022-08-19 21:13:18,Godd,1
Sutinah Tinah,5,2022-08-19 21:11:15,Bagus dan meyenangkan,1
Taty Indo,5,2022-08-19 19:23:50,Amazing,1
Andy Kusnadi,5,2022-08-19 16:26:58,Maju terus tnp menyingkirkan orang lain,1
Clarissa Pereira,5,2022-08-19 15:38:06,😍😍😍😍😍,1
Bobby Ahmad Habibi,5,2022-08-19 12:59:59,Good,1
Anis Clack,1,2022-08-19 10:55:31,Gk bagus banget app ini Masah Sih akun saya di blokir kan saya gk ngapa ngapain saya kesel banget saya udah daftar berkali Kali Tapi gk Ada hasil nia mohon di perbaiki app ini Karna saya Juga ingin bermain Tik Tok Seperti orang lain Juga💔💔💔💔💔,0
Gaspar Baiware,5,2022-08-19 10:44:07,Bagus sekali 🤗🤗🤗🤗,1
Uvaldinho 28,5,2022-08-19 08:58:00,Bagus sekali,1
Filberd Pinto,5,2022-08-19 08:24:57,Mantap,1
Septnazio Verdial,5,2022-08-19 06:41:24,😍🥰,1
Yani Suryani,5,2022-08-19 06:32:39,Ok,1
Ung daung,5,2022-08-19 06:05:30,Mantap bantu akun aku ya dharul_12,1
Nur Hanin Hanifah,5,2022-08-19 01:28:44,sangat bagus,1
Juje Silva,5,2022-08-19 00:19:19,Amuku,1
Iin Inayah,4,2022-08-18 22:03:48,Sangat baik,1
Mawar Yang hampir redup,5,2022-08-18 18:47:11,Good 👍,1
Moayyadah Rusli,5,2022-08-18 16:34:21,Bagus,1
Sawe Channel,5,2022-08-18 15:31:16,"Suka sekali aplikasinya,, pokoknya mantap lah..",1
fikri yanuwar,5,2022-08-18 13:05:05,"Selain menghibur, bisa jadi sumber mata uang hehe",1
Hikma Fadli,5,2022-08-18 06:16:54,Baik,1
Gelisa Aliniviu,5,2022-08-18 04:20:00,Bagus bagat aplikasi nya buruan download nati ketiga LAN,1
F5X,1,2022-08-18 01:50:31,Hallo saya sangat kecewa sama tiktok karena saya sudah punya akun Facebook tadi aku mau login gak muncul muncul tolong perbaiki,0
Dini Apriani,5,2022-08-17 21:33:11,Good job,1
Mokther husein,5,2022-08-17 20:20:41,Good,1
Robert Willim,5,2022-08-17 17:32:08,dah oke,1
Prime Pk,5,2022-08-17 16:03:48,Its ok,1
Nada Nada,5,2022-08-17 14:44:09,Nadanadajuju,1
As As,5,2022-08-17 07:07:45,Whats,1
Siti Nuraeni,5,2022-08-17 03:12:37,Saya suka aplikasi ini buat menghibur diri sekalian nambah sodara,1
Gadith Sembarang,4,2022-08-17 02:26:25,Saya suka banget sama tiktok tapi tolong lah ditambahin filter yg bisa bikin HD sama di tambah keranjang kuning nya soalnya saya suka berbelanja,1
Salman Fariz,5,2022-08-16 20:33:56,Ok,1
Anjassmarah Poi,4,2022-08-16 15:40:02,4 dulu boss,1
Andri Somantri,5,2022-08-16 13:49:37,Mantap,1
Nasyah Aqila,5,2022-08-16 10:38:30,Mantap,1
Shirli Skm,3,2022-08-16 09:54:46,Kasih 3 dulu,0
Eti Yati,4,2022-08-16 08:49:25,nyoba dulu,1
Rosito Guterres,5,2022-08-16 03:46:51,baru baru ini,1
Amparo Zambrano,4,2022-08-16 02:21:20,Selamat datang dan,1
Jaya Wijaya,4,2022-08-15 21:22:02,Sangap mantap pokonya,1
Raouf Raouf,5,2022-08-15 14:28:36,فراح 31,1
putra gaming,5,2022-08-15 11:40:01,Bagussssssssssswss banget,1
Afriyan Bayu,2,2022-08-15 05:45:09,"Susah untuk download hasil live, mau langsung diputar nggak bisa",0
Aa Bb,5,2022-08-14 20:50:38,Sangat memberi inspirasi sekali,1
Mona Wati,5,2022-08-14 20:08:05,Seruuu kalo main tiktok,1
Bang Ros,3,2022-08-14 16:32:13,Coba dulu kalo oke kasih full,0
Dewi Dhellay,5,2022-08-14 11:35:51,"Aplikasi ini benar² membuat saya puas,aplikasi nya lancar",1
Gg Bb,5,2022-08-14 10:46:28,Saya suka,1
Amell Julia,5,2022-08-14 05:07:33,Verry good,1
mawan warga_62,5,2022-08-14 00:03:42,Bagus,1
Bandile Nokwabuza,5,2022-08-13 13:16:26,Amkita,1
Sri Handayani,5,2022-08-13 10:49:20,Saya suka banget dengan tiktok,1
Rahmat Dfrzl,4,2022-08-13 09:31:13,ajg,1
Momi Zizi,5,2022-08-13 08:19:53,Bagus,1
sidonia soares,1,2022-08-13 05:38:05,Gaya,0
Ekasiti maesaroh,5,2022-08-12 15:19:22,Semangt bikin konten nya,1
yayuk wulandari99,5,2022-08-12 13:53:51,Mantap,1
MIZE GONCALVES,4,2022-08-12 13:33:26,Good,1
HAERUNI UNI,3,2022-08-12 09:03:52,Ok banget,0
Ridwan Effendi,5,2022-08-12 01:59:29,Bgs,1
Ranny Sungkar,5,2022-08-11 18:15:20,Mantap,1
Yasmin Halla,5,2022-08-11 18:15:09,Sangat menghibur👍🏻,1
Roma Al,5,2022-08-11 17:25:18,Bagus,1
Noel Gomes,5,2022-08-11 09:34:30,The Best,1
Arus Jana,5,2022-08-10 23:47:51,Ok,1
M lufi Ramadhani,5,2022-08-10 21:31:00,Terbaik,1
Jhonson Simangunsong,5,2022-08-10 20:26:23,Menarik,1
Sarah Judes,4,2022-08-10 19:29:36,Bagus sangat menghibur,1
indah suciatiputri,5,2022-08-10 16:44:16,saya suka tik tok tapi kenapa gk ada keranjang kuning di tik tok saya pengen belanja tapi gk bisa karna tidak ada keranjang kuning nya.,1
Nahar Option,5,2022-08-10 14:27:31,Sangat menarik1,1
Marcolinu Buana De oliveira,5,2022-08-10 14:14:08,bagussssssdsssss,1
Brayan Luis,5,2022-08-10 14:03:04,La applicacion esta genial,1
Asycku mp,3,2022-08-10 12:33:37,Aplikasi Ini sanggat Bagus ya,0
fitri channel,5,2022-08-10 12:15:43,Ko punya saya belum bisa komal 6 ya,1
Riski Anor,5,2022-08-10 10:50:43,Amazing,1
Winarti Sarman,5,2022-08-09 19:20:36,I love tiktok,1
Sariah Pudin,5,2022-08-09 16:55:19,Seder hana apa adaya,1
Mawla Cell,5,2022-08-09 15:33:23,Setiap buka tiktok Pokoknya seru deh,1
Claudino Soares,5,2022-08-09 14:22:13,🔥🔥🔥🔥🔥,1
Emyy Andreayyany,1,2022-08-09 13:35:43,Tiktok jahat sama aku akun aku di bokkir jahat banget si knp di bokkir jahat banget ya 😭😭😭😭,0
AAT at mayanti Atisah,5,2022-08-09 09:51:09,👍,1
Tu Amot_89,5,2022-08-09 06:01:54,Good aplikasi😊,1
I Ketut Somandiri,5,2022-08-09 03:51:00,Good,1
matos joaquim,5,2022-08-09 02:00:39,Apkikasi nia bagus banger.....,1
Bagas pribadi797 Bagas pribadi,5,2022-08-09 01:50:53,Mantap aplikasi tiktok ini,1
Noy Bolgita,5,2022-08-08 23:39:22,Noi oinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinonoinoinoinoinoinoiniinoinoinoinoinoinoi noinoinoininoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoiniiniinoinoninoi noinoinoininoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoininoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoinoino,1
Nelson Carvalho,5,2022-08-08 22:46:59,Tiktok baik nyaman,1
Maya Arfa,5,2022-08-08 17:21:00,Nice,1
Putri Idaman,5,2022-08-08 15:48:13,Good,1
H.Rifai Asman,5,2022-08-08 04:03:01,Good Great,1
Palahudin,5,2022-08-07 20:19:53,Terimakasih banyak,1
Yati Qolis,5,2022-08-07 13:33:57,Sangat baik aplikasi ya menghibur,1
Mardiana Dianamardiana,5,2022-08-07 10:21:29,Kalou ga suka aku suka deh kasih 5 bintang,1
Ummi Umayya,5,2022-08-07 08:25:54,Ka tolong bantu saya karna saya gk bisa masuk k akun tiktok yang dulu tolong solusinya,1
Wazira Wazira,5,2022-08-07 08:00:21,ini🖤🖤🖤,1
Henderika Hoar,5,2022-08-07 04:42:21,Suka banget dengan aplikasi nya😍,1
Xiomi 9a2022,5,2022-08-07 03:59:18,Aplikasinya bagus,1
KING FOX,2,2022-08-07 01:49:25,Tolonglah tambahin fitur Upload hd di tiktok.jgn cuma di amerika atau di iphone itupun di phone nlbelum tentu .please saya konten kreator sangat membutuhkan.karna saya capek editing tapi tidak hd,0
ayanq Wiwi,5,2022-08-07 01:38:12,👍👍👍,1
Cardosso ady,5,2022-08-06 22:44:06,Apk nx bagus banget keren,1
Aby Salim,5,2022-08-06 22:33:26,Good,1
abdullah 1975,5,2022-08-06 17:08:47,Baik tapi aplikasi tida bisa dibuka,1
Rafa Yudistira,1,2022-08-06 15:30:46,Mantap,0
Apolinario de Jesus Barreto,5,2022-08-06 12:17:45,Mantap developer nya,1
Nova Lovena,5,2022-08-06 11:25:08,Good 👍 bingit menghibur,1
karnisah apud,5,2022-08-06 09:07:05,"Mkch tiktok aku bisa bahagia selama punya tiktok, bagus bgttttt alhmdllh",1
Ss Cv,5,2022-08-06 08:23:04,Bguss,1
Lese Mali,5,2022-08-06 07:03:03,Sanjay membantu saya,1
justino amaral,5,2022-08-06 03:31:44,❤️,1
Deni Armaini,5,2022-08-06 02:12:59,Sangat menghibur,1
Bilal Bilal,5,2022-08-05 20:27:47,Good,1
Wulan Sari,5,2022-08-05 16:16:10,lumayan terhibur hari2 saya semenjak saya download apk tiktok,1
Mylka Amalya,3,2022-08-05 15:08:05,Okay lah lumayang,0
widi widian,4,2022-08-05 14:52:20,Good,1
Nurjanah Cjr,5,2022-08-05 11:11:51,Sangat bagus,1
Anabela Gomes,5,2022-08-05 11:08:32,Aku menyukai app,1
Kusnarya Ozzy,5,2022-08-05 10:06:20,Ok,1
Pita Rusmita,5,2022-08-05 09:04:21,Bagussssss,1
Olson Hyde,5,2022-08-05 04:32:53,Ciya❤adrian,1
Adelson Soares,5,2022-08-05 01:06:47,Sangat menghibur,1
Iin Rahawarin,5,2022-08-04 22:09:36,Bgs bnget,1
Jonacia Jelita17untl,5,2022-08-04 22:07:33,Bagus baget,1
Tyang PUTU,5,2022-08-04 13:10:43,Jeg bagus,1
Eni Ayu,5,2022-08-04 13:09:52,Baik,1
Oteles Graciano,5,2022-08-04 12:46:53,Bagus,1
EL-CARDINAL CREW OFFICIAL,5,2022-08-04 12:45:11,👍,1
Xuxjv vybxhjjb,5,2022-08-04 09:38:21,hlo beybi,1
Latief Faujiyah,5,2022-08-04 05:34:59,Aku merasa terhibur dgn ada nya tiktok makasih,1
Menezes David,5,2022-08-04 00:19:36,Bagus sekali game nia,1
suer kopral,5,2022-08-03 23:42:10,Aldo SC LA. So. Enya as c aszsslsc. Nwkclckwcall DC CD SC kid sock SC Ken. Wek can allcmvdmk DC CNN SC k. WA v you b I n was PS was blanco WV pop p egg beloved d,1
Rika Wahyuni,5,2022-08-03 18:45:58,Sangat bagus,1
Erah khqn,5,2022-08-03 18:39:37,ShoaibAli,1
Rosita da Costa Mariz,5,2022-08-03 15:23:32,aplikasinia anjirre..... tapi bohon ayuuuuuuuii,1
Cappucino w,4,2022-08-03 15:18:00,"Pindah ke tiktok lite gara² tiap scroll ketemu live hp gak jelas, terlalu banyak live ditiktok yang menipu dan mengganggu",1
o nia lalatak,5,2022-08-03 14:17:17,👍👍,1
Noor Hasanah,5,2022-08-03 08:42:54,Sangat menghibur terimakasih telah menghibur ku,1
Syafii_ Zayn,5,2022-08-03 01:06:39,Mntap,1
Alc Dyna,5,2022-08-02 15:20:29,Mempesona,1
rania rania,5,2022-08-02 11:03:22,sangat bagus,1
Dzaka Ayyasy,5,2022-08-02 08:43:33,Gitu aje,1
Suliya Sakilah,5,2022-08-02 08:11:10,Mersa terhibur dengan adanya aplikasi tik tok aku suka,1
Dian Saputra,4,2022-08-02 07:59:42,Ok,1
Tyas Puji,5,2022-08-02 06:28:46,"this help me, when im tired because of work,this good..",1
Nuryahya Yoyok,5,2022-08-02 03:39:19,Senang gembira 😊,1
Anak Rantau,5,2022-08-02 01:50:19,sangat liar biasa dan menghibur,1
Catarina Da Cruz,1,2022-08-02 01:19:20,Kenapa oran2 bisa Download knpa gue enga bisa,0
Lina Herlina,5,2022-08-01 20:35:24,Sangat menghibur,1
Kevin Setyawan,5,2022-08-01 18:40:06,Kualitas kompresi sangat bagus,1
Ursula Da Costa,5,2022-08-01 11:03:42,"sangat menhibur, dan selalu menberi wawasan yg sangat baik dan bermanfaat bagi saya🙏😍",1
Murad Alfatih,4,2022-08-01 07:20:14,Bagus buat hiburan,1
Yanti Lisnawati,1,2022-08-01 03:54:21,Terlalu banyak aturan,0
Maria olinda Costa da conceicao,5,2022-08-01 02:25:01,Senang karena merasa terhibur bangat😊,1
Fafa makkah,5,2022-07-31 19:27:11,𝗚𝗼𝗼𝗱,1
Ramadhan Alfarizi,5,2022-07-31 19:00:39,Mantap,1
Barus Barus,1,2022-07-31 14:51:59,B\rus barus,0
Shintya Habibi,5,2022-07-31 07:21:20,Ttep semangat,1
jayanti pratiwi,4,2022-07-31 07:02:59,Tik tok memang keren tetepi ko ' terulan terus harus instal terus,1
Ibad Raincity,5,2022-07-31 05:27:32,Bagus,1
Ubaldo Da Costa,5,2022-07-31 02:09:21,Pp,1
Kajon78,2,2022-07-31 00:44:49,Kenapa tidak bisa ongkem tik tok aku bang tik tok,0
Livio Luis,5,2022-07-30 23:18:27,Alanda 18 02. 2011 Alanda soyese Oliverak,1
Siah Juleha,5,2022-07-30 19:28:11,Aku cukup puas dg main tiktok,1
EYES SEE THIS,5,2022-07-30 16:47:24,Baik,1
Rara Putri,5,2022-07-30 12:53:02,Ok good,1
Ani Namina,5,2022-07-30 10:47:32,Baik,1
Joaninha Soares,5,2022-07-30 09:58:06,Bagus sihh nih aplikasi,1
Rein Luturyali,5,2022-07-30 09:10:21,Akang Paling bagus eee Terimah Kasih eeee Admin Tiktok 😊😇😊,1
Shakil Shakil,5,2022-07-30 09:00:45,সাকিল,1
Hercolano Pjr,5,2022-07-30 07:49:01,Aku suka,1
suherti kasta,5,2022-07-30 06:58:29,Tiktok seru banget,1
Joselino Pereira,5,2022-07-30 01:02:32,"Tolok memperbaiki Aplikasinya, kenapa orang yang membagikan Postigan kita koh ita tidak bisa lihat...",1
Noor aldoosri,5,2022-07-29 18:32:31,Tik tok keren,1
Sarni Mansur,5,2022-07-29 17:22:27,Terinspirasi aja aplikasinya bagus,1
AQila Azzahra,5,2022-07-29 16:40:19,Knp ya tik tok saya tidak menghasilkan uang padahal ini akun saya udah lama,1
Dede Nisa,5,2022-07-29 07:14:59,Semoga bisa lbh baik,1
478 “786”,5,2022-07-29 05:59:59,ঠঃডবদপধ,1
Nur Badriah,5,2022-07-28 19:29:29,Knpa d update trus tiap hri tiktok ko gitu sih bikin kesel ajh pke nyedot pulsa lg,1
Ghader Phone,5,2022-07-28 15:05:01,Titok sangat menghibur poke mantaaappp,1
Didik Riwadi,5,2022-07-28 13:19:17,Fyp kek video gua,1
Ummu Kazhim,5,2022-07-28 12:33:08,Aku suka bikin viral lagi cepetan downlod tiktok sekarang seru bisa cobain filter lagi😘😗😍☺😶😖😖😖😳😳😳😳😳😳😳😳downlod gak atau aku tampol,1
keenan nio,5,2022-07-28 11:53:40,Awesome,1
Abir Mia,1,2022-07-28 11:11:08,টিক টক,0
Spider Man,3,2022-07-28 09:55:21,Ok,0
Slamet Hadi Hidayatullah,3,2022-07-28 09:52:10,Uyyee,0
Azkia Ramadahani,5,2022-07-28 09:39:41,Mantapp sangat baguss,1
Tinah Titin,5,2022-07-28 09:36:08,Baguusss krren,1
PGS july,4,2022-07-28 09:07:22,Appk nya bagus tapi aku hanya igin agar bisa di perbaiki agar saat si update terbaru Jagan ada yang hilang karena saat aku danloud dan update lagi akunku ikutan hilang jadi mohon di perbaiki secepatnya 🙏🙏,1
Arsenio Assuncao,5,2022-07-28 08:06:26,Good apk,1
Le_ kok,3,2022-07-28 07:10:50,3 duludh..hp saya suka macet klo habis kluar dari tiktok,0
Icha Bella,5,2022-07-28 06:51:26,Aku suka tiktok banyak pemberitahuan yg aku tidak tau jdi tau,1
jumanto jambe,4,2022-07-28 06:11:04,Good keren,1
Gna Audio,5,2022-07-28 06:03:16,belajar,1
Olivia Gomes,5,2022-07-28 05:01:35,Bisa liat cewek seksi heheheheehehehe,1
Marlina Lina,5,2022-07-28 02:06:42,Baguss,1
مورتيه بت,3,2022-07-27 17:10:24,Terima kasih atas aplikasinya yang menyengakan😍,0
Wa Ti,5,2022-07-27 16:45:58,Like,1
Joaquene Jomeily Lunetta,5,2022-07-27 11:40:21,Lucu,1
Nur Pathalish,5,2022-07-27 06:34:21,I like tiktok,1
Lya Sftr,5,2022-07-27 02:06:02,Nice,1
Nobel icka,5,2022-07-26 23:40:04,sangat bagus,1
Leni Kuswati,5,2022-07-26 21:31:07,Aplikasi ini sangat menghibur semua orang 🥰🥰🥰🥰,1
Sriayu Wandira,5,2022-07-26 19:06:35,Mksih banyak aplikasi nya,1
اسيا محمد,5,2022-07-26 15:48:22,Saya suka dgn aplikasi ini dan saya sangat senang dan menghibur bangat semangat kerja aku jadi okay 😄😄,1
Evi Susanti,5,2022-07-26 15:43:47,Bagus,1
Sinar Rembulan,5,2022-07-26 11:42:38,Bisa menambah teman dan wawasan,1
Alfinnurul Falah,5,2022-07-26 10:03:30,Ok. 😄,1
Coho Amel,5,2022-07-26 02:28:43,Pokoknya the best ☺️,1
ALVIAN JAYA,3,2022-07-26 00:52:58,good,0
Jemsss Oke,5,2022-07-25 23:19:03,Sangat bagus,1
Roh ROOHANA,5,2022-07-25 19:52:27,Mmmaaaaantteeep,1
Rekar Aparicio,5,2022-07-25 17:07:24,Okk,1
Tteh Chikall,5,2022-07-25 12:16:20,Terimakasih tik tok membuat para pejuang devisa terhibur 😍😍,1
Rosa,5,2022-07-25 12:15:31,Pengalaman Sy sbagai pekerja keras / seorang Pejuang Devisah' untuk msa DPN sang buah ht trcinta',1
Mariyam imas,4,2022-07-25 11:09:40,Bagus,1
Ririn Arman,5,2022-07-25 07:25:30,Top,1
Itays Doank,5,2022-07-25 04:23:00,Sangat baik apalikasi nya bagus,1
Putri Keisha,5,2022-07-25 00:38:36,Kenapa pas live efek ku gk ada di kontak,1
Naiza,5,2022-07-24 14:47:24,🥰🥰🥰🥰❤❤❤good,1
Malik Hassan,2,2022-07-24 10:42:08,Gkk asik,0
Nur Yanz,5,2022-07-24 10:09:24,Sangat menyenangkan bikin terhibur,1
Sulaeman A535G,2,2022-07-24 09:59:51,Kacau,0
matiwos kifalu,5,2022-07-24 08:09:01,Nagaa,1
Yara Yara,5,2022-07-24 08:02:53,Ok,1
Mul Yanti,5,2022-07-24 05:17:16,"Sangat menghibur . mantap banyak yg pelajaran ""yang harus diketahui",1
Araao Faculto,5,2022-07-24 04:23:34,Mantap,1
Mhusq Monkey,5,2022-07-24 02:11:12,Like,1
Sama Moustafa,5,2022-07-23 20:58:42,It's verry Good,1
Izza Dinillah,5,2022-07-23 20:03:52,Makasih tiktok...krn mu..gak usah kesalon kecantikan vareasinya banyak haha,1
Isnain Khaidiah Aman,5,2022-07-23 19:39:34,Aplikasi terkeren,1
Yanti Aep ojan,5,2022-07-23 18:49:28,Abdet,1
Neni Srirahayu2020,5,2022-07-23 17:40:54,Sangat bagus dan sangat menghibur..trmksh tiktok,1
Mutiara Kasih,5,2022-07-23 15:17:37,Ok,1
Jui Yanti,5,2022-07-23 13:46:18,Bagus,1
Anaaeni Hanaismi,5,2022-07-23 13:43:18,Ok,1
Gina Vita,1,2022-07-23 09:44:51,Apah salah saya sampey saya tida bisa unggah setatus dmn salah nya coba jelaskan,0
Md Badol,5,2022-07-23 08:10:02,I hepy,1
Cintaa Cintaa,5,2022-07-23 07:33:50,Emang mantap lah 😁,1
Afie AfieDorez,5,2022-07-23 00:07:28,Top,1
Alya50 Abnk1234#,5,2022-07-22 23:15:26,very good,1
Waty Wat,1,2022-07-22 21:29:06,Y awllh lindungi lh hmb mu ini jauh kan lh dri godaan shetan yg durjana dan BRI aku kekuatan,0
Renata Citra wulandari,4,2022-07-22 18:33:05,Bagus,1
Siliwangi 37,5,2022-07-22 15:43:28,Kunyuk,1
enadang sarkim,5,2022-07-22 15:03:23,Masuk,1
Raman Raman,5,2022-07-22 14:07:11,Enak. Bermain bersama orang2 baik.,1
Mira Amelia,5,2022-07-22 11:16:22,Good,1
Nur Hasanah,5,2022-07-22 10:35:05,bagusssssss,1
Halimah Muhammad,5,2022-07-22 09:56:28,bagus suka,1
Free Fire,5,2022-07-22 07:06:12,Fyp pliss,1
tukang ngibul,5,2022-07-22 03:10:59,Tiktok banyak membantu dlm segala hal dan informasi penting,1
cariel albuquerque,5,2022-07-21 14:10:08,Daniel abs,1
Adi Ida,5,2022-07-21 13:58:37,saya ska,1
Wel T-Rex Gym Club,5,2022-07-21 13:13:40,Goods very goods,1
RP Gaming,4,2022-07-21 09:42:39,"Kenapa, kalo kita membuka komentar, itu pin komentar nya kok gaada malahan pin nya random, bukan dikasih paling atas, tolong perbaiki lagi supaya saya bisa nyaman mainin tiktok nya",1
i250 dsf,5,2022-07-21 06:22:20,Saya senang menggunakn tiktok,1
Martinho Da Cruz,5,2022-07-21 00:37:55,Buaguss bangat👌,1
Lume Hariyanti,5,2022-07-20 20:54:37,Saya pengen bayar promosi tapi kenapa cuma kredit doang gk pake pulsa... Semoga nanti2 bisa paje pulsa,1
Syakilahputri Kelaudiaputri,5,2022-07-20 17:58:36,Oke,1
Beik demais O sei simu u nia masin,1,2022-07-20 13:50:30,Aku mau Siarang lansug,0
Mikey Touman,5,2022-07-20 11:13:04,Ini cantik sekali aku kasi Bintan Liman,1
Eny Rohaeni,5,2022-07-20 05:21:15,Aku sangat suka sangat membantu menemani kejenuhan ku,1
anisa hashem,5,2022-07-19 21:14:39,Good,1
Acep Ahmad,5,2022-07-19 17:02:02,Lanjut kan,1
Agus Adi,5,2022-07-19 16:09:11,Normalllllllllllllll,1
Nj Vip,5,2022-07-19 11:54:52,Terimakasih tiktok,1
sonya noyclara,5,2022-07-19 10:36:56,Aku suka aplikasi tik tok 🤩🤩🤩🤩,1
Sula svr,1,2022-07-19 10:33:08,Jamet,0
Komar 65,5,2022-07-19 09:58:18,Ok,1
Titin Nelsya,4,2022-07-19 08:45:08,Sebel...sering ada iklan,1
Nahfa Maulida,5,2022-07-19 07:48:32,Sangat sangat ber manfaat bagi saya,1
Ryan Solihin,5,2022-07-19 02:20:58,Ok,1
Rehana rehan Rehana,5,2022-07-19 00:28:31,Menghibur banget,1
Salmi S4lmiati,5,2022-07-18 23:31:02,Happy,1
hari setiawan,4,2022-07-18 16:46:34,Baguss•^•,1
Melky Dacosta,1,2022-07-18 11:06:40,Aplikasinya Lemott,0
Ar Juna,5,2022-07-18 07:50:43,😊,1
Mazz Uya setiawan,5,2022-07-18 03:13:10,Bagus,1
Film Akun,5,2022-07-18 01:34:18,Monggo mantap,1
Sintia Wenas,5,2022-07-17 21:12:08,Sngt baik,1
Ian Rana,5,2022-07-17 17:41:52,Good aplikasi,1
Erny Nura,5,2022-07-17 11:56:10,Bagus dan bermanfaat,1
N.K.S. Official N.K.S. Official,2,2022-07-17 10:11:36,Bagus,0
Jumita Abu,4,2022-07-17 08:28:11,Hlo aplikasi nya bagus tapi knapa filter nya gak kaya yang punha orang ko punha ku yang jelek gitu si,1
