,userName,score,at,content,target,text,token,token_bersih
122,Bunga ċɛʍքaҡa,5,2023-01-24 07:11:23,aքʟɨҡasɨ ɨռɨ ɮɢʊs ɮɢt aҡʊ suka,1,aքʟɨҡasɨ ɨռɨ ɮɢʊs ɮɢt aҡʊ suka,"['aքʟɨҡasɨ', 'ɨռɨ', 'ɮɢʊs', 'ɮɢt', 'aҡʊ', 'suka']","['aքʟɨҡasɨ', 'ɨռɨ', 'ɮɢʊs', 'ɮɢt', 'aҡʊ', 'suka']"
123,Beata Da Cruz,5,2023-01-24 06:34:18,Bagus,1,bagus,['bagus'],['bagus']
124,Ayuni Zidan,5,2023-01-24 01:00:08,Tiktok sangat menghibur sekali.... very2 good,1,tiktok sangat menghibur sekali     very2 good,"['tiktok', 'sangat', 'menghibur', 'sekali', 'very2', 'good']","['tiktok', 'menghibur', 'very2']"
125,Endah Wulandari,5,2023-01-23 19:15:30,geweldig,1,geweldig,['geweldig'],['geweldig']
126,Арман Тлеугабулов,5,2023-01-23 14:42:44,This so amazing!!! L'm do it a emoji cat but I am a big fan!!!! And now l'm happy! Tiktok is to SUPER AMAZING AND COOL!!!!! so long as I do have this tiktok! So I could be a all the way:) bye!,1,this so amazing    l m do it a emoji cat but i am a big fan     and now l m happy  tiktok is to super amazing and cool      so long as i do have this tiktok  so i could be a all the way   bye ,"['this', 'so', 'amazing', 'l', 'm', 'do', 'it', 'a', 'emoji', 'cat', 'but', 'i', 'am', 'a', 'big', 'fan', 'and', 'now', 'l', 'm', 'happy', 'tiktok', 'is', 'to', 'super', 'amazing', 'and', 'cool', 'so', 'long', 'as', 'i', 'do', 'have', 'this', 'tiktok', 'so', 'i', 'could', 'be', 'a', 'all', 'the', 'way', 'bye']","['amazing', 'emoji', 'big', 'happy', 'tiktok', 'super', 'amazing', 'cool', 'long', 'tiktok', 'bye']"
127,Manu Halai,5,2023-01-23 10:14:00,Good❤,1,good❤,[],[]
128,Bang Sinin,4,2023-01-23 05:27:59,Oke,1,oke,['oke'],['oke']
129,Dirman Ali,5,2023-01-23 05:12:25,Tik tok is the best pokonya sememjak aku kenal tik tok hatiku jadi bergairah lagi,1,tik tok is the best pokonya sememjak aku kenal tik tok hatiku jadi bergairah lagi,"['tik', 'tok', 'is', 'the', 'best', 'pokonya', 'sememjak', 'aku', 'kenal', 'tik', 'tok', 'hatiku', 'jadi', 'bergairah', 'lagi']","['tik', 'tok', 'pokonya', 'sememjak', 'kenal', 'tik', 'tok', 'hatiku', 'bergairah']"
130,Hanif M,5,2023-01-23 02:54:44,Semoga gampang fypnya,1,semoga gampang fypnya,"['semoga', 'gampang', 'fypnya']","['semoga', 'gampang', 'fypnya']"
131,Tarcizio santos Tarcizio,1,2023-01-23 00:14:48,Bagus sekali😍😍,0,bagus sekali😍😍,['bagus'],['bagus']
132,elva adi guntoro,5,2023-01-22 12:46:28,"Sangat menyenangkan , saya jumpa teman lama / pun baru , di sini juga menyediakan dunia baru yg sangat bagus , saya sangat menyukai aplikasi ini",1,sangat menyenangkan   saya jumpa teman lama   pun baru   di sini juga menyediakan dunia baru yg sangat bagus   saya sangat menyukai aplikasi ini,"['sangat', 'menyenangkan', 'saya', 'jumpa', 'teman', 'lama', 'pun', 'baru', 'di', 'sini', 'juga', 'menyediakan', 'dunia', 'baru', 'yg', 'sangat', 'bagus', 'saya', 'sangat', 'menyukai', 'aplikasi', 'ini']","['menyenangkan', 'jumpa', 'teman', 'menyediakan', 'dunia', 'yg', 'bagus', 'menyukai', 'aplikasi']"
133,Shony TC,5,2023-01-22 12:42:21,Saya mau untuk 5000k followers,1,saya mau untuk 5000k followers,"['saya', 'mau', 'untuk', '5000k', 'followers']","['5000k', 'followers']"
134,Madris Saffiee,5,2023-01-22 09:33:36,Aku suka sama app nya tapi video aku gak pernah fyp..btw rate 5 yaa,1,aku suka sama app nya tapi video aku gak pernah fyp  btw rate 5 yaa,"['aku', 'suka', 'sama', 'app', 'nya', 'tapi', 'video', 'aku', 'gak', 'pernah', 'fyp', 'btw', 'rate', '5', 'yaa']","['suka', 'app', 'nya', 'video', 'gak', 'fyp', 'rate', '5', 'yaa']"
135,Zelia Soares Freitas,5,2023-01-22 09:03:16,Apknya bagus bangat🥰❤️,1,apknya bagus bangat🥰❤️,"['apknya', 'bagus']","['apknya', 'bagus']"
136,Ulfa Laela maqfiroh,1,2023-01-22 08:13:51,Kenapa jadi dak ada buat belanja😞,0,kenapa jadi dak ada buat belanja😞,"['kenapa', 'jadi', 'dak', 'ada', 'buat']",['dak']
137,Mutiara Ocvi shandy,5,2023-01-22 06:34:25,Gmn cara shopping di tiktok woy,1,gmn cara shopping di tiktok woy,"['gmn', 'cara', 'shopping', 'di', 'tiktok', 'woy']","['gmn', 'shopping', 'tiktok', 'woy']"
138,ivan lay,4,2023-01-22 00:02:26,Dh😍😍😍,1,dh😍😍😍,[],[]
139,Windy Chulin,5,2023-01-21 17:37:58,Pingin aplikasi tiktok melihat tayangn,1,pingin aplikasi tiktok melihat tayangn,"['pingin', 'aplikasi', 'tiktok', 'melihat', 'tayangn']","['pingin', 'aplikasi', 'tiktok', 'tayangn']"
140,Tahera Bagum,5,2023-01-21 15:24:07,by,1,by,['by'],[]
141,Nurul Amalia,5,2023-01-21 14:29:08,"MB nya bisa dikecilin gak karena penyimpanan aku habis terus aku itu suka 
suka banget musicallyy..tolongg yahh",1,mb nya bisa dikecilin gak karena penyimpanan aku habis terus aku itu suka  suka banget musicallyy  tolongg yahh,"['mb', 'nya', 'bisa', 'dikecilin', 'gak', 'karena', 'penyimpanan', 'aku', 'habis', 'terus', 'aku', 'itu', 'suka', 'suka', 'banget', 'musicallyy', 'tolongg', 'yahh']","['mb', 'nya', 'dikecilin', 'gak', 'penyimpanan', 'habis', 'suka', 'suka', 'banget', 'musicallyy', 'tolongg', 'yahh']"
142,Outeru andrade Ateru,5,2023-01-21 13:25:23,Aku suka sekali,1,aku suka sekali,"['aku', 'suka', 'sekali']",['suka']
143,Maria Imaculada Viana,1,2023-01-21 10:36:50,Aplikasiii ini sangat manfaan dan bagus di gunankan,0,aplikasiii ini sangat manfaan dan bagus di gunankan,"['aplikasiii', 'ini', 'sangat', 'manfaan', 'dan', 'bagus', 'di', 'gunankan']","['aplikasiii', 'manfaan', 'bagus', 'gunankan']"
144,Mada Lopes,3,2023-01-21 09:54:47,Tidak bagus,0,tidak bagus,"['tidak', 'bagus']",['bagus']
145,Amine Belk,5,2023-01-21 09:44:24,"N,histoire que je me permets de vous contacter car nous sommes désolé de te voir à la fin des années que tu as des questions, informer-nous Cfkdvxdwjfncwxn la",1,n histoire que je me permets de vous contacter car nous sommes désolé de te voir à la fin des années que tu as des questions  informer-nous cfkdvxdwjfncwxn la,"['n', 'histoire', 'que', 'je', 'me', 'permets', 'de', 'vous', 'contacter', 'car', 'nous', 'sommes', 'désolé', 'de', 'te', 'voir', 'à', 'la', 'fin', 'des', 'années', 'que', 'tu', 'as', 'des', 'questions', 'informer-nous', 'cfkdvxdwjfncwxn', 'la']","['histoire', 'permets', 'contacter', 'car', 'désolé', 'voir', 'fin', 'années', 'questions', 'informer-nous', 'cfkdvxdwjfncwxn']"
146,sabrina sha,5,2023-01-21 06:24:58,The best anything on tiktok,1,the best anything on tiktok,"['the', 'best', 'anything', 'on', 'tiktok']",['tiktok']
147,ABI Taksir,5,2023-01-20 23:05:57,masya allah,1,masya allah,"['masya', 'allah']","['masya', 'allah']"
148,Martianus Soares Amaral,1,2023-01-20 15:22:36,Ln,0,ln,['ln'],['ln']
149,Sukri Yes,5,2023-01-20 12:42:29,Bagus,1,bagus,['bagus'],['bagus']
150,Md Rana,5,2023-01-20 12:35:52,Very High,1,very high,"['very', 'high']",['high']
151,Sari Pah,5,2023-01-20 10:22:33,Aku suka sama tiktok ini 99% oku suka bgt !!!!!!! Dan moga moga tiktok beri aku coin treperye Aamiinn btw salam toleransi dari islam yahh! Aaaaaaa suka bgt !!!!! Wajib download okehhh byeeee !!!!,1,aku suka sama tiktok ini 99  oku suka bgt         dan moga moga tiktok beri aku coin treperye aamiinn btw salam toleransi dari islam yahh  aaaaaaa suka bgt       wajib download okehhh byeeee     ,"['aku', 'suka', 'sama', 'tiktok', 'ini', '99', 'oku', 'suka', 'bgt', 'dan', 'moga', 'moga', 'tiktok', 'beri', 'aku', 'coin', 'treperye', 'aamiinn', 'btw', 'salam', 'toleransi', 'dari', 'islam', 'yahh', 'aaaaaaa', 'suka', 'bgt', 'wajib', 'download', 'okehhh', 'byeeee']","['suka', 'tiktok', '99', 'oku', 'suka', 'bgt', 'moga', 'moga', 'tiktok', 'coin', 'treperye', 'aamiinn', 'salam', 'toleransi', 'islam', 'yahh', 'aaaaaaa', 'suka', 'bgt', 'wajib', 'download', 'okehhh', 'byeeee']"
152,Izac d.s Lpz,5,2023-01-20 09:34:35,MB the kgg CV,1,mb the kgg cv,"['mb', 'the', 'kgg', 'cv']","['mb', 'kgg', 'cv']"
153,Pikatchu Araara,5,2023-01-20 08:47:34,Mantap aplikasi nya.....tpi syang setiap sya upload vidio ngak pernah fyp😪,1,mantap aplikasi nya     tpi syang setiap sya upload vidio ngak pernah fyp😪,"['mantap', 'aplikasi', 'nya', 'tpi', 'syang', 'setiap', 'sya', 'upload', 'vidio', 'ngak', 'pernah', 'fyp😪']","['mantap', 'aplikasi', 'nya', 'tpi', 'syang', 'sya', 'upload', 'vidio', 'ngak', 'fyp😪']"
154,Mallyk 66,5,2023-01-20 08:02:12,Aplikasi yang penyh dgan maanfat,1,aplikasi yang penyh dgan maanfat,"['aplikasi', 'yang', 'penyh', 'dgan', 'maanfat']","['aplikasi', 'yang', 'penyh', 'dgan', 'maanfat']"
155,Loraaa.,5,2023-01-20 04:14:55,bagus,1,bagus,['bagus'],['bagus']
156,Ricardo Carlie,1,2023-01-20 02:14:31,Asu,0,asu,['asu'],['asu']
157,Paulino Serrão,5,2023-01-20 01:19:21,Tik Tok ini Sangat bagus,1,tik tok ini sangat bagus,"['tik', 'tok', 'ini', 'sangat', 'bagus']","['tik', 'tok', 'bagus']"
158,Stana Gul,5,2023-01-19 17:45:25,StanaGul,1,stanagul,['stanagul'],['stanagul']
159,Md siam Diam,4,2023-01-19 16:21:38,💝💝💝,1,💝💝💝,['💝💝💝'],['💝💝💝']
160,MUHAMMAD AKBAR,1,2023-01-19 14:55:47,Jelek habis update template capcut tidak muncul di tiktok,0,jelek habis update template capcut tidak muncul di tiktok,"['jelek', 'habis', 'update', 'template', 'capcut', 'tidak', 'muncul', 'di', 'tiktok']","['jelek', 'habis', 'update', 'template', 'capcut', 'muncul', 'tiktok']"
161,Gil Guteres,5,2023-01-19 13:25:50,Sayang sayaku,1,sayang sayaku,"['sayang', 'sayaku']","['sayang', 'sayaku']"
162,Albiy_tenggo Albiy_tenggo,5,2023-01-19 10:27:17,Meledak,1,meledak,['meledak'],['meledak']
163,nurhadi daffa,4,2023-01-19 10:19:02,Siip,1,siip,['siip'],['siip']
164,Zahra Zahra,5,2023-01-19 09:34:03,Bagus sekali saya suka,1,bagus sekali saya suka,"['bagus', 'sekali', 'saya', 'suka']","['bagus', 'suka']"
165,Carlito Rosario,5,2023-01-19 08:34:23,BAGUS,1,bagus,['bagus'],['bagus']
166,benedit Palro,3,2023-01-19 07:30:11,Bagus baru tmbah bintangnya,0,bagus baru tmbah bintangnya,"['bagus', 'baru', 'tmbah', 'bintangnya']","['bagus', 'tmbah', 'bintangnya']"
167,meeting area,1,2023-01-19 06:27:44,Cukup menghibur TPI kok GK bisa buat live ya padahal umur saya udah diatas 20 4,0,cukup menghibur tpi kok gk bisa buat live ya padahal umur saya udah diatas 20 4,"['cukup', 'menghibur', 'tpi', 'kok', 'gk', 'bisa', 'buat', 'live', 'ya', 'padahal', 'umur', 'saya', 'udah', 'diatas', '20', '4']","['menghibur', 'tpi', 'gk', 'live', 'umur', 'udah', 'diatas', '20', '4']"
168,Wolid,1,2023-01-18 22:11:13,borik,0,borik,['borik'],['borik']
169,Awir Hadi,5,2023-01-18 14:24:07,very good,1,very good,"['very', 'good']",[]
170,Do3ae do3ae Do3ae do3ae,5,2023-01-18 12:27:18,هنأ,1,هنأ,['هنأ'],['هنأ']
171,mdSuraf Ali,5,2023-01-18 11:27:02,Suraf,1,suraf,['suraf'],['suraf']
172,Jemy calisto Jemy,5,2023-01-18 10:50:47,Saya kasy lima bintan aplikasi nya kren bangat,1,saya kasy lima bintan aplikasi nya kren bangat,"['saya', 'kasy', 'lima', 'bintan', 'aplikasi', 'nya', 'kren', 'bangat']","['kasy', 'bintan', 'aplikasi', 'nya', 'kren', 'bangat']"
173,ano Mota,4,2023-01-18 10:46:23,🤗🤗🤕,1,🤗🤗🤕,['🤗🤗🤕'],['🤗🤗🤕']
174,Fahad dusalam,5,2023-01-18 07:31:45,Mantap,1,mantap,['mantap'],['mantap']
175,Arif Lombok,3,2023-01-18 06:59:07,Great,0,great,['great'],['great']
176,Fendi Widiyantoro,5,2023-01-18 06:54:38,Gw instal ini cma bwt coin doang,1,gw instal ini cma bwt coin doang,"['gw', 'instal', 'ini', 'cma', 'bwt', 'coin', 'doang']","['gw', 'instal', 'cma', 'bwt', 'coin', 'doang']"
177,Andy Putra,5,2023-01-17 20:47:39,Mantaaapppop,1,mantaaapppop,['mantaaapppop'],['mantaaapppop']
178,Bilqis Alzahra,3,2023-01-17 17:56:35,Bagus,0,bagus,['bagus'],['bagus']
179,JCosta Official,4,2023-01-17 13:02:28,Mantap lah,1,mantap lah,"['mantap', 'lah']",['mantap']
180,Flavio Belo,1,2023-01-17 07:30:14,tiqitoqo,0,tiqitoqo,['tiqitoqo'],['tiqitoqo']
181,Niwayan Putri,5,2023-01-16 14:38:33,Tolong bantu akun ku di firalin kk,1,tolong bantu akun ku di firalin kk,"['tolong', 'bantu', 'akun', 'ku', 'di', 'firalin', 'kk']","['tolong', 'bantu', 'akun', 'ku', 'firalin', 'kk']"
182,Dm db,5,2023-01-16 13:05:44,মোঃ শাহাদাং হোসেন বাপ্পি,1,মোঃ শাহাদাং হোসেন বাপ্পি,"['মোঃ', 'শাহাদাং', 'হোসেন', 'বাপ্পি']","['মোঃ', 'শাহাদাং', 'হোসেন', 'বাপ্পি']"
183,Siti Haeniah,5,2023-01-16 05:20:01,I'am happy,1,i am happy,"['i', 'am', 'happy']",['happy']
184,Basma ?,5,2023-01-15 23:02:41,T laik soomatsh.,1,t laik soomatsh ,"['t', 'laik', 'soomatsh']","['laik', 'soomatsh']"
185,Pacheco,5,2023-01-15 22:26:47,Bagus,1,bagus,['bagus'],['bagus']
186,Ismael Binmarcus lava,5,2023-01-15 15:50:34,Aplikasi yng bagus,1,aplikasi yng bagus,"['aplikasi', 'yng', 'bagus']","['aplikasi', 'yng', 'bagus']"
187,Siti Nurjanah,5,2023-01-15 15:14:41,Bagus sekali,1,bagus sekali,"['bagus', 'sekali']",['bagus']
188,Teteh Bozss,5,2023-01-15 14:23:02,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
189,Nandar 86,5,2023-01-15 10:09:50,Bagus,1,bagus,['bagus'],['bagus']
190,Halija Tukan,2,2023-01-15 08:52:41,Daftar susah banget,0,daftar susah banget,"['daftar', 'susah', 'banget']","['daftar', 'susah', 'banget']"
191,Vanicio kei Araujo,1,2023-01-15 07:48:51,Tyyugu,0,tyyugu,['tyyugu'],['tyyugu']
192,Novelio Lopes,5,2023-01-15 02:29:00,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
193,Lalu Andar,5,2023-01-15 00:06:56,Mantap,1,mantap,['mantap'],['mantap']
194,nadira liliez,5,2023-01-14 21:30:55,mntap,1,mntap,['mntap'],['mntap']
195,Lyla Fraga,5,2023-01-14 11:28:33,Apk ini sangat bagus,1,apk ini sangat bagus,"['apk', 'ini', 'sangat', 'bagus']","['apk', 'bagus']"
196,Aguse Priyat,4,2023-01-14 09:05:17,Pengen belajar...,1,pengen belajar   ,"['pengen', 'belajar']","['pengen', 'belajar']"
197,Ana Fitriani,5,2023-01-14 08:59:08,Saya suka sekali,1,saya suka sekali,"['saya', 'suka', 'sekali']",['suka']
198,Juliao De Almeida,4,2023-01-14 07:52:02,Bagus,1,bagus,['bagus'],['bagus']
199,Holis bodenk,5,2023-01-13 16:20:48,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
200,Syakira Queen,5,2023-01-13 13:14:06,The best,1,the best,"['the', 'best']",[]
201,bokang Lumens,5,2023-01-13 12:48:57,Sangat menginspirasi,1,sangat menginspirasi,"['sangat', 'menginspirasi']",['menginspirasi']
202,Delsia pereria bou Desi lov,5,2023-01-13 12:46:00,Wanna seru baget☺☺☺,1,wanna seru baget☺☺☺,"['wan', 'na', 'seru', 'baget☺☺☺']","['wan', 'seru', 'baget☺☺☺']"
203,riki rachel,5,2023-01-13 09:49:02,Good0,1,good0,['good0'],['good0']
204,Leo,5,2023-01-13 07:01:06,Mantap,1,mantap,['mantap'],['mantap']
205,Nok vira Vira,4,2023-01-13 03:58:17,Makasih dengan aplikasi tiktok saya sangat terhibur dan banyak teman🙏😊,1,makasih dengan aplikasi tiktok saya sangat terhibur dan banyak teman🙏😊,"['makasih', 'dengan', 'aplikasi', 'tiktok', 'saya', 'sangat', 'terhibur', 'dan', 'banyak']","['makasih', 'aplikasi', 'tiktok', 'terhibur']"
206,Joni Alwatun,5,2023-01-13 02:43:59,Bagus,1,bagus,['bagus'],['bagus']
207,Ai Wina,5,2023-01-12 21:52:25,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
208,Siti Nursiah,5,2023-01-12 21:50:28,𝙺𝚎𝚛𝚎𝚗,1,𝙺𝚎𝚛𝚎𝚗,['𝙺𝚎𝚛𝚎𝚗'],['𝙺𝚎𝚛𝚎𝚗']
209,نيونيل ميسي,5,2023-01-12 16:00:26,اىيعتا,1,اىيعتا,['اىيعتا'],['اىيعتا']
210,Foziah islam Foziah,5,2023-01-12 14:24:52,Selalu dihati mwnghibur baget🙏🙏🙏❤️❤️❤️,1,selalu dihati mwnghibur baget🙏🙏🙏❤️❤️❤️,"['selalu', 'dihati', 'mwnghibur']","['dihati', 'mwnghibur']"
211,Jackson Alves,5,2023-01-12 13:23:47,Bagus,1,bagus,['bagus'],['bagus']
212,Gania Soares,5,2023-01-12 13:06:55,🙏,1,🙏,[],[]
213,Bd Habiba2021,5,2023-01-12 12:58:24,Bd Habiba,1,bd habiba,"['bd', 'habiba']","['bd', 'habiba']"
214,Sandi sute Sandi,5,2023-01-12 11:18:05,Apa yg anda pikirkan,1,apa yg anda pikirkan,"['apa', 'yg', 'anda', 'pikirkan']","['yg', 'pikirkan']"
215,Sabilla musa,5,2023-01-12 09:59:17,bagus membuat saya terhibur,1,bagus membuat saya terhibur,"['bagus', 'membuat', 'saya', 'terhibur']","['bagus', 'terhibur']"
216,Shila Novita,5,2023-01-11 17:47:50,Kenapa tiktok sekarang beda,1,kenapa tiktok sekarang beda,"['kenapa', 'tiktok', 'sekarang', 'beda']","['tiktok', 'beda']"
217,Brein Son,1,2023-01-11 14:53:26,"Bagus sih cmn knp gk bisa ganti isi fyp ya?pdhl udh pencet ""tidak tertarik' tpi video nya ttp sama yg kyk gtu2 aja",0,bagus sih cmn knp gk bisa ganti isi fyp ya pdhl udh pencet  tidak te arik  tpi video nya ttp sama yg kyk gtu2 aja,"['bagus', 'sih', 'cmn', 'knp', 'gk', 'bisa', 'ganti', 'isi', 'fyp', 'ya', 'pdhl', 'udh', 'pencet', 'tidak', 'te', 'arik', 'tpi', 'video', 'nya', 'ttp', 'sama', 'yg', 'kyk', 'gtu2', 'aja']","['bagus', 'sih', 'cmn', 'knp', 'gk', 'ganti', 'fyp', 'pdhl', 'udh', 'pencet', 'arik', 'tpi', 'video', 'nya', 'ttp', 'yg', 'kyk', 'gtu2', 'aja']"
218,Aldy Silva,5,2023-01-11 13:51:05,Aplikasi initial sangat bagus says suka,1,aplikasi initial sangat bagus says suka,"['aplikasi', 'initial', 'sangat', 'bagus', 'says', 'suka']","['aplikasi', 'initial', 'bagus', 'suka']"
219,Domingas Kazimero,5,2023-01-11 05:07:54,Domingas casimira Gomes,1,domingas casimira gomes,"['domingas', 'casimira', 'gomes']","['domingas', 'casimira', 'gomes']"
220,Silverio da Conceiçao,2,2023-01-11 03:21:05,Tik tok,0,tik tok,"['tik', 'tok']","['tik', 'tok']"
221,Sultan Raed,1,2023-01-11 00:04:15,jelek tiktok sekarang udh di perbarui ttp aj gk bisa di buka,0,jelek tiktok sekarang udh di perbarui ttp aj gk bisa di buka,"['jelek', 'tiktok', 'sekarang', 'udh', 'di', 'perbarui', 'ttp', 'aj', 'gk', 'bisa', 'di', 'buka']","['jelek', 'tiktok', 'udh', 'perbarui', 'ttp', 'aj', 'gk', 'buka']"
222,Cila Mayaa,5,2023-01-10 20:50:19,Keren,1,keren,['keren'],['keren']
223,Hikmat Azzhaq,5,2023-01-10 19:40:44,Serba ada d tiktok,1,serba ada d tiktok,"['serba', 'ada', 'd', 'tiktok']","['serba', 'tiktok']"
224,Hamdan Indo,5,2023-01-10 16:40:32,Jangan sering2 minta apdate masak tiap minggu minta apdate,1,jangan sering2 minta apdate masak tiap minggu minta apdate,"['jangan', 'sering2', 'minta', 'apdate', 'masak', 'tiap', 'minggu', 'minta', 'apdate']","['sering2', 'apdate', 'masak', 'minggu', 'apdate']"
225,Faza Haltina,4,2023-01-10 10:06:00,"Bagus sekali puas dg aplikasi nya,apa yg dicari ada semua",1,bagus sekali puas dg aplikasi nya apa yg dicari ada semua,"['bagus', 'sekali', 'puas', 'dg', 'aplikasi', 'nya', 'apa', 'yg', 'dicari', 'ada', 'semua']","['bagus', 'puas', 'dg', 'aplikasi', 'nya', 'yg', 'dicari']"
226,Mariano De jesus,5,2023-01-10 03:23:59,bagus,1,bagus,['bagus'],['bagus']
227,Sila Marsia,5,2023-01-09 20:17:34,Saya kasih bintang 5 sebab di tiktok saya selalu cari hiburan 👍👍💖,1,saya kasih bintang 5 sebab di tiktok saya selalu cari hiburan 👍👍💖,"['saya', 'kasih', 'bintang', '5', 'sebab', 'di', 'tiktok', 'saya', 'selalu', 'cari', 'hiburan']","['kasih', 'bintang', '5', 'tiktok', 'cari', 'hiburan']"
228,Ita Imus,5,2023-01-09 19:27:48,Bagus aplikasix,1,bagus aplikasix,"['bagus', 'aplikasix']","['bagus', 'aplikasix']"
229,Ee Xx,5,2023-01-09 18:53:10,sangat menyenang kan,1,sangat menyenang kan,"['sangat', 'menyenang', 'kan']",['menyenang']
230,siwe Ongu,5,2023-01-09 11:10:49,Sangat menikmati aplikasi y & jg bnyak hal2 yg positif,1,sangat menikmati aplikasi y   jg bnyak hal2 yg positif,"['sangat', 'menikmati', 'aplikasi', 'y', 'jg', 'bnyak', 'hal2', 'yg', 'positif']","['menikmati', 'aplikasi', 'jg', 'bnyak', 'hal2', 'yg', 'positif']"
231,Monica Fernandes,5,2023-01-09 10:29:41,Aplikasi ini baik,1,aplikasi ini baik,"['aplikasi', 'ini', 'baik']",['aplikasi']
232,Jumanah Ratiman,5,2023-01-09 08:34:53,Aku suka banget merasa puas suka bagus sangat. Agus,1,aku suka banget merasa puas suka bagus sangat  agus,"['aku', 'suka', 'banget', 'merasa', 'puas', 'suka', 'bagus', 'sangat', 'agus']","['suka', 'banget', 'puas', 'suka', 'bagus', 'agus']"
233,Shofia Hervy,5,2023-01-09 03:38:00,"Saya kasih Bintang 5 karna apk ini sangat bagus dan menghibur saya,,,makasih 🙏🙏🙏",1,saya kasih bintang 5 karna apk ini sangat bagus dan menghibur saya   makasih 🙏🙏🙏,"['saya', 'kasih', 'bintang', '5', 'karna', 'apk', 'ini', 'sangat', 'bagus', 'dan', 'menghibur', 'saya', 'makasih']","['kasih', 'bintang', '5', 'apk', 'bagus', 'menghibur', 'makasih']"
234,Delfin maia de Araujo,5,2023-01-09 01:42:46,Good,1,good,['good'],[]
235,Maya Adam,1,2023-01-08 23:40:24,tiktok sekarang jelek ...gk bisa di putar,0,tiktok sekarang jelek    gk bisa di putar,"['tiktok', 'sekarang', 'jelek', 'gk', 'bisa', 'di', 'putar']","['tiktok', 'jelek', 'gk', 'putar']"
236,dacosta julio,5,2023-01-08 23:04:47,gue suka tik tok makanya aku taro bintang lima,1,gue suka tik tok makanya aku taro bintang lima,"['gue', 'suka', 'tik', 'tok', 'makanya', 'aku', 'taro', 'bintang', 'lima']","['gue', 'suka', 'tik', 'tok', 'taro', 'bintang']"
237,Dewi Aminah Aisyah Tohir,5,2023-01-08 19:29:46,Bagus apk nya,1,bagus apk nya,"['bagus', 'apk', 'nya']","['bagus', 'apk', 'nya']"
238,RM MRRg,5,2023-01-08 17:58:27,Nice,1,nice,['nice'],['nice']
239,Thomazia De Jesus,5,2023-01-08 07:29:33,Gol,1,gol,['gol'],['gol']
240,John Anjay,1,2023-01-08 02:41:24,Mengapa suara wulan tidak ada di HP sy?,0,mengapa suara wulan tidak ada di hp sy ,"['mengapa', 'suara', 'wulan', 'tidak', 'ada', 'di', 'hp', 'sy']","['suara', 'wulan', 'hp', 'sy']"
241,Mariah Tasneem,4,2023-01-07 12:09:50,Saya baru pemula maon tiktok. Sungguh menyenangkan sangat menghibur krn memenri peluang utk kita utk bisa menuangkan bakat seni dan sekaligus bisnis.,1,saya baru pemula maon tiktok  sungguh menyenangkan sangat menghibur krn memenri peluang utk kita utk bisa menuangkan bakat seni dan sekaligus bisnis ,"['saya', 'baru', 'pemula', 'maon', 'tiktok', 'sungguh', 'menyenangkan', 'sangat', 'menghibur', 'krn', 'memenri', 'peluang', 'utk', 'kita', 'utk', 'bisa', 'menuangkan', 'bakat', 'seni', 'dan', 'sekaligus', 'bisnis']","['pemula', 'maon', 'tiktok', 'sungguh', 'menyenangkan', 'menghibur', 'krn', 'memenri', 'peluang', 'utk', 'utk', 'menuangkan', 'bakat', 'seni', 'bisnis']"
242,Mouhamet Gueye,4,2023-01-07 03:49:55,Mouham,1,mouham,['mouham'],['mouham']
